getInstallerPackageName,_newselect,mprotect,getPackageInfo,CREATE_FOLDER_____,getReceiverInfo,mkdir,pwrite64,getServiceInfo,pread64,unlink,munmap,statfs64,getActivityInfo,fdatasync,FS_PIPE_ACCESS___,FS_ACCESS(READ)____,FS_PIPE_ACCESS(WRITE)___,FS_ACCESS____,mmap2,FS_ACCESS()____,pipe,fcntl64,FS_ACCESS(CREATE__WRITE)__,nanosleep,getApplicationInfo,FS_ACCESS(CREATE__READ__WRITE),rename,access,chmod,gettid,FS_ACCESS(CREATE)____,brk,DEVICE_ACCESS_____,queryIntentServices,NETWORK_ACCESS____,stat64,FS_ACCESS(WRITE)____,open,lstat64,Class
0.0,0.0,0.2580984453161717,0.003464408661962037,0.0025983064964715274,0.0,0.004330510827452546,0.025983064964715277,0.0,0.19920349806281712,0.006928817323924074,0.08834242088003194,0.0017322043309810184,0.0,0.012991532482357638,0.004330510827452546,0.03291188228863935,0.0,0.10133395336238957,0.2069984175522317,0.005196612992943055,0.011259328151376619,0.6954800388888789,0.01039322598588611,0.02165255413726273,0.004330510827452546,0.0,0.005196612992943055,0.41919344809740644,0.022518656302753237,0.1879441699114405,0.02078645197177222,0.08834242088003194,0.02165255413726273,0.0,0.025116962799224766,0.28321540811539647,0.006062715158433564,0.1966051915663456,0.08054750139061735,3
0.0,0.0,0.6721908502272282,0.0024235002794164243,0.003084454901075449,0.0,0.005948591594931224,0.018506729406452694,0.0,0.04582618710169239,0.004406364144393499,0.11588737699754902,0.0028641366938557743,0.0008812728288786997,0.011015910360983747,0.0028641366938557743,0.30800485369310554,0.0,0.0720440537608337,0.3789473164178409,0.0024235002794164243,0.0057282733877115485,0.22340266212075038,0.009253364703226347,0.033268049290170916,0.0015422274505377245,0.0013219092433180495,0.002643818486636099,0.058164006705994184,0.006389228009370573,0.0826193277073781,0.009253364703226347,0.11015910360983747,0.04648714172335141,0.00022031820721967493,0.004847000558832849,0.08900855571674868,0.005067318766052524,0.4516523248003336,0.02599754845192164,1
0.0,0.0,0.8045262163995364,0.01449596786305471,0.009663978575369806,0.0,0.01932795715073961,0.0,0.0,0.0797278232468009,0.007247983931527355,0.18844758221971122,0.0,0.0,0.0,0.01932795715073961,0.06281586073990374,0.0,0.06281586073990374,0.44695900911085357,0.007247983931527355,0.02899193572610942,0.06764785002758865,0.01932795715073961,0.07731182860295845,0.012079973219212259,0.0,0.004831989287684903,0.07247983931527355,0.021743951794582064,0.13046371076749239,0.016911962506897162,0.14737567327438955,0.009663978575369806,0.0,0.007247983931527355,0.09905578039754051,0.01449596786305471,0.18603158757586877,0.024159946438424517,0
0.0,0.0,0.6855665338392597,0.012133920952907253,0.01820088142936088,0.0,0.01820088142936088,0.0,0.0,0.012133920952907253,0.006066960476453626,0.17594185381715516,0.0,0.0,0.0,0.01820088142936088,0.05460264428808263,0.0,0.012133920952907253,0.503557719545651,0.006066960476453626,0.04246872333517538,0.09100440714680438,0.03640176285872176,0.04853568381162901,0.0,0.0,0.006066960476453626,0.08493744667035076,0.03640176285872176,0.34581674715785665,0.012133920952907253,0.14560705143488703,0.012133920952907253,0.0,0.0,0.2123436166758769,0.04246872333517538,0.16987489334070152,0.04246872333517538,1
0.0004185144984993936,0.0037666304864945425,0.9776498684945835,0.00460365948349333,0.00795177547148848,0.001255543495498181,0.010881376960984235,0.05064025431842663,0.0004185144984993936,0.029296014894957555,0.006277717477490905,0.03808481936344482,0.001255543495498181,0.0,0.02092572492496968,0.001255543495498181,0.01506652194597817,0.0,0.02511086990996362,0.09081764617436842,0.005440688480492117,0.002092572492496968,0.12848395103931384,0.00795177547148848,0.007114746474489691,0.005440688480492117,0.0,0.002511086990996362,0.0590105442884145,0.00795177547148848,0.029714529393456948,0.005859202978991511,0.03222561638445331,0.00795177547148848,0.0,0.0008370289969987872,0.05356985580792238,0.0029296014894957556,0.06486974726740602,0.013392463951980595,4
0.0005842308637865976,0.0017526925913597929,0.9184109178725315,0.011684617275731952,0.004089616046506183,0.0011684617275731952,0.004673846910292781,0.07069193451817832,0.0005842308637865976,0.08763462956798965,0.005842308637865976,0.10925117152809376,0.0011684617275731952,0.0011684617275731952,0.03213269750826287,0.0011684617275731952,0.04440154564778142,0.0,0.04089616046506183,0.21499695787346793,0.0035053851827195857,0.0017526925913597929,0.20448080232530916,0.008179232093012367,0.008763462956798964,0.002921154318932988,0.0,0.004089616046506183,0.05141231601322059,0.011684617275731952,0.0245376962790371,0.010516155548158757,0.098735015979935,0.023369234551463905,0.0,0.0005842308637865976,0.08471347524905666,0.005258077774079379,0.13262040607955766,0.01460577159466494,4
0.0,0.0,0.508775750746363,0.010175515014927262,0.030526545044781785,0.0,0.030526545044781785,0.0,0.0,0.24421236035825428,0.010175515014927262,0.28491442041796333,0.0,0.0,0.0,0.010175515014927262,0.0814041201194181,0.0,0.030526545044781785,0.5901798708657812,0.010175515014927262,0.020351030029854524,0.05087757507463631,0.04070206005970905,0.030526545044781785,0.0,0.0,0.010175515014927262,0.0814041201194181,0.04070206005970905,0.23403684534332703,0.030526545044781785,0.22386133032839975,0.020351030029854524,0.0,0.0,0.2136858153134725,0.06105309008956357,0.26456339038810883,0.05087757507463631,2
0.0,0.0,0.3313251356084471,0.004186418680973158,0.004186418680973158,0.0,0.0065786579272435345,0.03408940925935286,0.0,0.09867986890865302,0.004186418680973158,0.09867986890865302,0.002392239246270376,0.000598059811567594,0.02392239246270376,0.007176717738811129,0.458113815660777,0.000598059811567594,0.08432643343103076,0.29723572634909423,0.0,0.013755375666054663,0.37677768128758427,0.00598059811567594,0.014951495289189851,0.000598059811567594,0.004186418680973158,0.001196119623135188,0.08791479230043632,0.008372837361946316,0.16984898648519672,0.013755375666054663,0.11482748382097806,0.02392239246270376,0.0,0.00598059811567594,0.11901390250195122,0.004784478492540752,0.5956675723213237,0.03827582794032602,1
0.0,0.0,0.8948182445147296,0.0031844065641093576,0.009553219692328073,0.0,0.009553219692328073,0.0,0.0,0.06368813128218716,0.0031844065641093576,0.12737626256437432,0.0,0.0,0.0,0.0031844065641093576,0.05095050502574972,0.0,0.05095050502574972,0.3216250629750451,0.0031844065641093576,0.006368813128218715,0.022290845948765504,0.01592203282054679,0.047766098461640365,0.0,0.0,0.0031844065641093576,0.047766098461640365,0.01592203282054679,0.08597897723095266,0.009553219692328073,0.15285151507724917,0.009553219692328073,0.0,0.0,0.09234779035917137,0.019106439384656147,0.15603592164135854,0.019106439384656147,2
0.0,0.0,0.40041291342421803,0.006989751605909042,0.00366129846023807,0.0,0.004326989089372265,0.00732259692047614,0.0,0.5794836926613164,0.0056583703476406535,0.10850757254887371,0.00033284531456709727,0.0006656906291341945,0.006656906291341945,0.00033284531456709727,0.33517523176906694,0.0,0.01930502824489164,0.16941826511465252,0.004326989089372265,0.00366129846023807,0.13047536331030213,0.01464519384095228,0.010651050066147113,0.00865397817874453,0.0019970718874025837,0.005325525033073556,0.0968579865390253,0.00865397817874453,0.11915862261502082,0.010651050066147113,0.38443633832499735,0.0056583703476406535,0.00033284531456709727,0.00366129846023807,0.07921718486696915,0.002329917201969681,0.3907603993017722,0.0489282612413633,0
0.0,0.0,0.7633978539153717,0.002837910237603612,0.008513730712810837,0.0,0.008513730712810837,0.0,0.0,0.1362196914049734,0.005675820475207224,0.23838445995870342,0.0,0.0,0.0,0.002837910237603612,0.039730743326450574,0.0,0.04256865356405418,0.4398760868285599,0.005675820475207224,0.005675820475207224,0.03689283308884696,0.014189551188018061,0.056758204752072244,0.0,0.0,0.005675820475207224,0.06243402522727947,0.014189551188018061,0.09932685831612643,0.008513730712810837,0.29230475447317206,0.005675820475207224,0.0,0.0,0.15324715283059506,0.017027461425621674,0.12770596069216256,0.017027461425621674,2
0.0,0.0,0.7967520688372648,0.004799711258055812,0.0,0.0,0.0,0.0,0.0,0.23518585164473477,0.0,0.26398411919306963,0.0,0.009599422516111624,0.0,0.004799711258055812,0.038397690064446495,0.0,0.014399133774167435,0.407975456934744,0.0,0.009599422516111624,0.02399855629027906,0.009599422516111624,0.019198845032223247,0.0,0.0,0.0,0.014399133774167435,0.0,0.11519307019333948,0.004799711258055812,0.1679898940319534,0.009599422516111624,0.0,0.0,0.12959220396750692,0.02879826754833487,0.10559364767722786,0.014399133774167435,0
0.0,0.0,0.7500074738043161,0.013392990603648501,0.0,0.0,0.0,0.0,0.0,0.013392990603648501,0.0,0.026785981207297003,0.0,0.0,0.0,0.013392990603648501,0.12053691543283651,0.0,0.053571962414594006,0.42857569931675205,0.0,0.026785981207297003,0.06696495301824251,0.026785981207297003,0.0,0.0,0.0,0.0,0.040178971810945506,0.0,0.2812528026766185,0.013392990603648501,0.12053691543283651,0.026785981207297003,0.0,0.0,0.1473228966401335,0.08035794362189101,0.32143177448756405,0.040178971810945506,1
